par_id	art_id	keyword	country	text	label	orig_label	probability	pos	neg	pos_neg
2220	@@13665523	women	jm	however , in pregnant women zika can cause permanent damage to the developing fetus , including microcephaly , a condition in which the infant 's skull and brain are unusually small .	0	0	1.0	0.9973849654197693	0.0026150429621338844	1
2221	@@2429463	immigrant	us	vives : he had no oversight . no one could challenge him . and anyone who did sort of got a piece of his wrath . so he had this control over the city that , you know , even the police department , it was sort of having to impound vehicles of undocumented immigrants . and they had to meet a quota system .	0	0	1.0	0.9986696243286133	0.0013304423773661256	1
2222	@@19977509	women	nz	my hair had grown back by then , and i looked like a poodle . cancer is a bell curve - some people survive , some people die . but the experience encouraged me to be true to myself and my love of women 's design .	0	0	1.0	0.0017467078287154436	0.9982532858848572	0
2223	@@25051575	poor-families	au	the organisation bought houses for poor families whose members did not have a criminal record , and gave them vehicles and money , and in return they watched over drug shipments , police said .	0	0	1.0	0.9056982398033142	0.09430169314146042	1
2224	@@60033468	poor-families	tz	don bosco programme manager , rosemary terry said the programme was established in 2017 by the government partnership with don bosco technical institute to help youth who are jobless and those from poor families .	0	0	1.0	0.02840818464756012	0.9715918302536011	0
2225	@@4665478	disabled	pk	although pakistan ratified un convention on rights of persons with disabilities in 2011 , steps have not been taken to eradicate attitudinal , social and environmental barriers that persons with disabilities have to face on daily basis . this can be gauged from the fact that there is no disability law in place to promote and protect rights of the disabled in the country , zahid said .	0	0	1.0	0.7589437365531921	0.24105627834796906	1
2226	@@15111652	homeless	jm	mother of three on the brink of being homeless again <h> by	1	3	0.5	0.973414957523346	0.026585036888718605	1
2227	@@19205372	hopeless	sg	"""hopelessness worse the crisis , the collapse or revolution , for it may be endless . if we organize our political life , it turns out """" landscape of despair """" . but hopelessness is worse the crisis , the collapse or revolution , for it may be endless ... well , see for yourself what ..."""	0	0	1.0	0.9994035959243774	0.0005964493029750884	1
2228	@@18282750	poor-families	ng	""""""" it also helps in social protection through conditional cash transfer to poor families and communication for development among others . ' '"""	0	0	1.0	0.02755790762603283	0.9724420309066772	0
2229	@@13630848	disabled	nz	"""in november , mr trump was slammed by disability rights groups for apparently mocking a disabled new york times reporter . at a rally he appeared to do an impression of serge kovaleski , who suffers from a congenital joint condition . """" now the poor guy , you got ta see this guy , """" he said , later denying that he was mocking the journalist . <h> 10 . melania - or michelle 's convention speech"""	0	1	0.5	0.9370516538619995	0.0629483312368393	1
2230	@@10368984	women	pk	it was time and again mentioned that pakistan squash federation ( psf ) must wake up from deep slump and pay proper attention towards women squash , but no heed was paid and the result is evident that except canadian-based pakistani maria , all women squash players were thrown out of the event . the psf must start work on female squash promotion on war footings , or else just ask females to forget about playing international squash .	0	0	1.0	0.9988110065460205	0.0011889605084434152	1
2231	@@13881940	vulnerable	in	"""the outlook for the indian ott video content industry looks extremely positive . according to a recent report from market research firm media partners asia ( mpa ) , the ott market in the country is expected to cross 100 million unique monthly users by 2020 . is the torrentz shutdown then a big blow to piracy ? """" active policing against piracy by content owners and a paradigm shift in content consumption from desktop to mobile will contribute to the eventual death of piracy . users do n't have to go through the hassle of downloading content illegally from torrent websites and make their systems vulnerable to cyber security threats , """" said uday reddy , ceo and founder , yupptv ."""	0	0	1.0	0.021150998771190643	0.9788490533828735	0
2232	@@26092133	disabled	ng	new york ( ap ) -- the new york yankees have put pitcher cc sabathia on the 10-day disabled list because of right knee inflammation .	0	0	1.0	0.9951351284980774	0.004864896181970835	1
2233	@@15180026	vulnerable	jm	""""""" these incidents present a real existential threat to each of us in the caribbean , in the pacific , and some of the other vulnerable states . it 's not surprising therefore , that we would be at the vanguard of wanting to address this , """" she said ."""	0	0	1.0	0.9936483502388	0.006351602729409933	1
2234	@@4640559	homeless	my	the existence of many poor and homeless people staying on the streets of kl is an indictment of the inefficiency of the najib administration .	0	0	1.0	0.9207147359848022	0.07928530871868134	1
2235	@@14551057	disabled	my	"""for former fruit seller aris wahyudi driving a """" difajek """" -- a combination of the indonesian words for """" disabled """" and """" motorcycle taxi """" -- often meant more than doubling his income , which used to be less than us$3 ( rm12.40 ) a day ."""	0	0	1.0	0.9994006156921387	0.0005994184757582843	1
2236	@@19775461	in-need	ng	""""""" these funds will go towards addressing some of the key priority areas in the humanitarian response that have not yet been financially supported , including the provision of safe drinking water , emergency shelter and health services to those in need , """" he further stated ."""	0	0	1.0	0.007216510828584433	0.9927834272384644	0
2237	@@15302731	disabled	hk	however , it remains to be seen whether trump can make good on his promises after having bragged about how he had groped so many women , how he mocked a disabled new york times journalist and how he ran a campaign based on racist slogans .	0	0	1.0	0.9950442314147949	0.0049557555466890335	1
2238	@@2739580	migrant	ie	almost 80 per cent of migrants in limerick are of working age ( 15 to 65 years ) and have a high level of education -- 60 per cent of non-irish nationals have completed third-level education .	0	0	1.0	0.0028692642226815224	0.997130811214447	0
2239	@@3596900	disabled	ph	the body of an elderly disabled woman was discovered earlier this week in the ruins of her home in lake county .	0	0	1.0	0.9988458156585693	0.0011541370768100023	1
2240	@@10235399	refugee	gh	burundi has accused rwanda of continuing with military training for burundian refugees living in refugee camps in rwanda , violating international laws on refugees , the burundian foreign affairs minister said thursday during a press conference .	0	0	1.0	0.9893109798431396	0.010689007118344307	1
2241	@@2013220	women	au	really thomas , that is the most pathetic attempt at diversion . in fact , it borders on the misogynistic . are you suggesting that women can not be called control freaks without it being sexist ?	0	0	1.0	0.997199296951294	0.0028006804641336203	1
2242	@@9594844	hopeless	my	""""""" such victims suffer from stress and a sort of distrust , hopelessness and pessimistic feeling . bacha bazi results in fear among the children and a feeling of revenge and hostility develop in their mind . """""""	0	1	0.5	0.9338656663894653	0.06613436341285706	1
2243	@@4558981	immigrant	my	bumburing , a former assemblyman for tamparuli , has also been vocal in calling on the government to set up a royal commission of inquiry ( rci ) on the massive number of illegal immigrants in sabah being issued with mykads .	0	0	1.0	0.542985200881958	0.4570147693157196	1
2244	@@15474398	immigrant	jm	"""in phoenix , local leaders planned a weekend meeting about being an immigrant in arizona as an effort to """" guide us on the path of trust and unity """" . staff members at the chicago office of democratic us rep luis gutierrez reported an uptick in activity , with at least 60 new applications for citizenship over the past two weeks ."""	0	0	1.0	0.3176112473011017	0.6823887825012207	0
2245	@@16965469	women	ke	ms masikonte , who was endorsed by elders at her rotian home in narok north , pledged to offer leadership in socio-economic development facing women in pastoral areas .	0	0	1.0	0.003120416309684515	0.9968795776367188	0
2246	@@17255594	migrant	ng	those deported are sometimes the lucky ones who came back with their lives intact , but usually deprived of their possessions . in more unfortunate cases , nigerians in foreign lands ( especially asian countries ) are often executed for involvement in drug-related offences . nigeria bears one of the highest death burdens in the drowning of migrants in the mediterranean sea . some die in the sahara desert , while many are summarily killed by local mobs and law-enforcement agencies in many countries .	0	0	1.0	0.9955385327339172	0.00446149380877614	1
2247	@@19922995	migrant	ie	the pope 's antipathy for trump and his anti-immigrant policies and rhetoric is no secret to observers of us or vatican politics , but never before has an ally of the pontiff used such incendiary language in public .	0	0	1.0	0.7603156566619873	0.2396843582391739	1
2248	@@17388423	migrant	pk	no regional languages from the sparsely populated gilgit-baltistan will be included nor will gujrati spoken by some muslim immigrants from india who believe the lack of recognition will drive their mother-tongue towards oblivion .	0	0	1.0	0.999617338180542	0.0003826236934401095	1
2249	@@15428549	migrant	us	"""trump 's presidential campaign centered on his plans to remake u.s. immigration policy . in addition to suspending immigration from yet-to-be named regions , he has pledged to reverse president obama 's executive action granting certain undocumented immigrants temporary reprieves from removal , to build a """" big , beautiful wall """" between the united states and mexico , and to deport millions of undocumented immigrants within a few years . can he make good on those promises ? how scared should my students be ? <h> get slate in your inbox ."""	0	0	1.0	0.9931502938270569	0.006849698256701231	1
2250	@@805463	refugee	gb	"""there were many astonishing survival tales : a newspaper report from douglas wilkie , the sunday sun 's correspondent in india , reported that """" stories of epic courage and pitiful tragedy are accumulating as parties of gaunt and haggard refugees from burma still struggle into northern assam """" . a blind indian was led all the way by his two small sons ; a crippled man shouldered a spare wooden leg throughout the entire journey , """" lest he smashed the other on a rock """" ; a woman , """" exhausted , her feet worn to bone """" , crawled the last 22 miles . more cheerfully , a pet spaniel thought to have fallen over a cliff was brought in days later by a gurkha soldier -- with a healthy litter of puppies ."""	1	4	1.0	0.4035106897354126	0.5964893102645874	0
2251	@@10307821	homeless	ke	kuria has called on the international criminal court ( icc ) prosecutor , fatou bensouda , to drop the case against former radio presenter , joshua sang and the deputy president , william ruto . the two are alleged to have played a key role in the 2007-2008 post-election violence which saw many people lose their lives while others remained homeless .	0	0	1.0	0.9696929454803467	0.03030708059668541	1
2252	@@24731938	disabled	pk	the phenomenon of gaslighting the disabled can be defined as the witting or unwitting , but unrelenting , onslaught directed at the disabled . they are targeted through jokes , through their depiction in movies and media and inaccessibly built environments which mess up the minds of the disabled on a daily basis . the term ' gaslighting ' is used to depict behavioural patterns which are inherently manipulative .	0	0	1.0	0.9985830783843994	0.001416967366822064	1
2253	@@18905910	disabled	ie	""""""" i had to use a walker after the operation , """" she revealed . """" even with my attempts to add bling to the item , it was a shocking reminder of what this illness can do ( and of the fact that denying birth control is n't just misogynistic but also deeply biased against people who are disabled by the disease ) ."""	0	0	1.0	0.3222617208957672	0.6777383089065552	0
2254	@@16475703	migrant	hk	the hong kong government has made plans to strengthen the regulatory regime for employment agencies , which may better protect the labour rights of the city 's migrant domestic workers .	0	0	1.0	0.9368064403533936	0.06319352984428406	1
2255	@@15404700	hopeless	ng	he said he felt fulfilled celebrating the day with them , believing that such a development would instill hope in the hopeless .	1	4	1.0	0.004954928066581488	0.9950450658798218	0
2256	@@1800949	refugee	tz	hiv prevention and care programmes can become more responsive to the needs of migrants and refugees by listening to their concerns and prioritizing their needs .	0	0	1.0	0.03784308582544327	0.9621568918228149	0
2257	@@16383285	women	ke	""""""" first , i amused the crowd by pointing out that all the complaints about uncircumcised men were being made by men . the women were not complaining . i said i did not know of what interest a man 's manhood was to another man , unless the couple was gay . """""""	0	0	1.0	0.09114959090948105	0.9088504910469055	0
2258	@@1990492	immigrant	au	us president barack obama has imposed the most sweeping immigration reform in a generation , easing the threat of deportation for about 4.7 million undocumented immigrants and setting up a clash with republicans .	0	0	1.0	0.03823370486497879	0.961766242980957	0
2259	@@20591803	women	ke	she said there were other women who are too afraid to be interviewed .	0	0	1.0	0.981310248374939	0.01868973672389984	1
2260	@@21950940	hopeless	bd	""""""" i was just hopeless and frustrated with my life when my husband died of a heart attack 10 years back . it was very tough time for my family , as we had no money to buy food for my three children , """" recalled rokeya begum , a housewife of tongi area in gazipur who is now working in dubai ."""	0	0	1.0	0.9991414546966553	0.0008585724863223732	1
2261	@@24618815	homeless	in	on a damp june afternoon , jayaprakash is called to a shelter for the homeless to identify a woman everybody thinks is his missing wife . ( penguin india/twitter )	0	0	1.0	0.982971727848053	0.017028234899044037	1
2262	@@8779959	migrant	bd	he pointed out some of the issues to ensure migrants ' rights .	0	0	1.0	0.008875331841409206	0.99112468957901	0
2263	@@10094404	women	gh	ivy also works as a host/mc for live events , including most recently the african fashion industry awards show . she has also hosted non-profit events in support of girl 's empowerment . for the last 10 years , she has been speaking to young women on issues of self-esteem and body image .	0	0	1.0	0.004801697563380003	0.9951983094215393	0
2264	@@26115540	vulnerable	ca	""""""" when students come here , we regard them not as students , per se , """" conway says . """" we regard them as colleagues and future peers . we take a real responsibility in ensuring that individuals that we train to work with vulnerable human beings are going to be up for the job . """""""	0	0	1.0	0.0018313166219741106	0.9981687068939209	0
2265	@@14450749	migrant	sg	"""obama 's parting words to the global body contained a grim assessment of the challenges he 's leaving behind : a devastating refugee crisis , terrorism , financial inequality and a tendency to make immigrants and muslims scapegoats . across the middle east , he said , """" basic security , basic order has broken down . """""""	0	0	1.0	0.05498873442411423	0.9450112581253052	0
2266	@@14416806	disabled	hk	he said that meant making driving safer , significantly reducing the number of traffic fatalities , while making transportation accessible to all -- including the disabled , elderly and children .	0	0	1.0	0.005242667626589537	0.9947574138641357	0
2267	@@23685373	women	ie	they often glorify frustration-oriented murderers , such as american rampage killer elliot roger , who went on a mass shooting spree in california in 2014 after despising the way he was treated by women .	0	0	1.0	0.9796638488769531	0.02033614180982113	1
2268	@@18798226	immigrant	in	born to a muslim immigrant family , nargis made her first screen appearance at the tender age of 4 , in the movie ' talash-e-haq ' in 1935 . she later went on to give several memorable performances in cinematic masterpieces such as ' awara ' , ' shree 420 ' , ' barsaat ' and perhaps most memorably the academy award nominated film ' mother india ' . india 's award for best film on national integration in the annual national film awards is named the ' nargis dutt award ' in her honour .	0	0	1.0	0.0007467341492883861	0.9992532134056091	0
2269	@@3565807	refugee	ie	two young syrian brothers and their mother who drowned while trying to reach greece were buried on friday in their home town of kobani and their distraught father begged arab countries to do more to help syria 's refugees .	0	0	1.0	0.9910337328910828	0.008966285735368729	1
2270	@@2382783	refugee	us	kampala , uganda , march 24 ( unhcr ) -- the un refugee agency on monday said it was shocked and saddened by the deaths of scores of congolese refugees , including children , who drowned when the boat carrying them back home from western uganda capsized on lake albert .	0	0	1.0	0.9929159879684448	0.007084020879119635	1
2271	@@1802640	poor-families	tz	""""""" this will give opportunity for the government to use the available meager financial resources to enable students from the poor families to pursue higher education , """" he said , amid applause ."""	0	0	1.0	0.00164561637211591	0.998354434967041	0
2272	@@7959621	poor-families	in	patna , mar 29 ( pti ) bihar chief minister nitish kumar today underscored his governments commitment to strictly enforce implementation of the right to education ( rte ) act in state particularly in terms of admission of the wards of poor families in 25 per cent seats in public schools .	0	0	1.0	0.05779322236776352	0.9422067403793335	0
2273	@@19216730	vulnerable	ng	"""in his remark , director , united nations information centre ( unic ) , mr. ronald kayanja , said msmes are the first to respond to societal needs and are responsible for significant employment and income generation opportunities across the world and have been identified as major drivers of poverty alleviation and development . """" msmes tend to employ a larger share of the vulnerable sectors of the workforce , such as women , youth and people from poorer households . msmes can even sometimes be the only source of employment in the rural areas . although msmes generate the most new jobs , they face many challenges in day-to-day operations , """" he noted ."""	0	0	1.0	0.46574845910072327	0.5342515110969543	0
2274	@@4658065	hopeless	bd	so the entire business of a bank depends on borrowed deposits . the result is that most debt ratios ( including the one above ) are useless when analysing banks because they make banks look hopelessly over-leveraged .	0	0	1.0	0.9997721314430237	0.0002278200990986079	1
2275	@@13563086	refugee	us	"""not so long ago , marine le pen was portrayed as a zealot for her harsh opposition to refugees flowing into europe , with the press dubbing her party """" toxic """" and asking whether france was going """" fascist . """""""	0	0	1.0	0.9845640659332275	0.015435910783708096	1
2276	@@3137298	in-need	us	mr. boulierac said that yemeni children are exposed to a number of dangers , including mines , drones , suicide attacks and sexual violence . unicef is appealing to all parties in the conflict to spare schools , hospitals and civilian targets . it is also asking for an immediate halt to the recruitment of children and immediate assistance to those in need .	0	0	1.0	0.43813782930374146	0.5618621706962585	0
2277	@@15263224	homeless	ph	rapid damage assessment and needs analysis ( rdana ) mission team from the office of civil defense ( ocd ) cordillera earlier emphasized the urgency of delivering the relief goods to the disaster stricken municipalities with major road networks to the upland communities remain impassable and many families have been rendered homeless due to super typhoon lawin that badly hit abra last month .	0	0	1.0	0.9907189011573792	0.009281122125685215	1
2278	@@3538016	in-need	ph	""""""" woke up today to see i 've reached 1m followers ! so here 's to you guys : donating 1 house to a family in need of a home in our gk village ave maria , tanay rizal . my way to say thank you for following me and our way of giving back , """" she wrote ."""	1	3	0.5	0.00281885196454823	0.9971811771392822	0
2279	@@20795394	in-need	ie	the old courthouse building in borris-in-ossory is an eyesore in need of painting and upgrading according to laois councillors .	0	0	1.0	0.9937524199485779	0.006247614976018667	1
2280	@@19384754	vulnerable	za	""""""" the deteriorating situation would exert a heavier toll on the most vulnerable . the resulting growth slowdown and collapse in confidence could lead to financial sector distress and social tensions , """" it added . <h> other stories in zimbabwe ..."""	0	0	1.0	0.9959762692451477	0.004023727960884571	1
2281	@@9994293	disabled	nz	mother awarded $207k for caring for disabled son	0	0	1.0	0.5884094834327698	0.4115905165672302	1
2282	@@8793812	migrant	za	she confirmed that at least eight immigrant-owned shops were looted and ransacked , and said that public order police and the local police were patrolling the area .	0	0	1.0	0.9934066534042358	0.00659329304471612	1
2283	@@20866956	immigrant	ke	early this year , during the inauguration of president trump , among the many activities , kenyans made fun about his threat to deport immigrants .	0	0	1.0	0.006167793180793524	0.9938322305679321	0
2284	@@10341490	vulnerable	jm	the paper demonstrates why stakeholder consultations with a variety of informed actors from businesses , civil society , labour organisations , academia , and others including those who can provide a voice for the most vulnerable , matter . it describes the various mechanisms and processes that countries such as korea , japan , the us and others have introduced to ensure that stakeholders ' interests have helped create or balance the broader objectives of trade negotiators .	1	3	0.5	0.010002117604017258	0.9899978041648865	0
2285	@@24969386	homeless	lk	as the floodwaters recede , some 157 families face a bleak future , with some homes lost to the waters and almost 7,000 other homes damaged across 21 districts . the disaster management centre ( dmc ) said initial compensation payments of rs.10,000 had been distributed , and the remaining amount would be paid once estimates were received from each district . ... <h> flood toll reveals sad fate of homeless	0	0	1.0	0.9983781576156616	0.0016218842938542366	1
2286	@@18751104	hopeless	bd	children in rohingya refugee camps stare hopelessly as the roof of their house has been torn by cyclone mora . the photo was taken at dorgar char in teknaf . photo : mostafigur rahman	0	0	1.0	0.9975730776786804	0.0024269267451018095	1
2287	@@16240748	women	ph	in women 's quarterfinals , french open champion garbine muguruza came back from a 4-1 deficit to beat fifth-seeded svetlana kuznetsova 7-5 , 6-4 to set up a semifinal against alize cornet , who ousted second-seeded dominika cibulkova 6-3 , 7-5 .	0	0	1.0	0.00232582981698215	0.9976741671562195	0
2288	@@20475801	homeless	ph	585 zambo families still homeless	0	0	1.0	0.9918753504753113	0.008124683052301407	1
2289	@@171226	hopeless	us	"""according to a new york times article by jan hoffman referencing a study of the facebook profiles of 200 university students in the united states , approximately 30 percent of the students """" posted updates that met the american psychiatric association 's criteria for a symptom of depression , reporting feelings of worthlessness or hopelessness , insomnia or sleeping too much , and difficulty concentrating """" . these findings are said to """" echo research that suggests depression is increasingly common among college students """" ."""	0	0	1.0	0.9875959157943726	0.012404155917465687	1
2290	@@9913070	migrant	lk	7 continue to sent waves of illegal immigrants in thousands tot his country	0	0	1.0	0.9483283162117004	0.051671698689460754	1
2291	@@24956830	migrant	ng	on top of the development gains lost at home , there is a significant economic and social burden faced by host countries , leaving many migrants dependent on international humanitarian aid , the report stated .	0	0	1.0	0.9774799942970276	0.022520000115036964	1
2292	@@14849602	migrant	za	""""""" illegal mining is largely fuelled by highly organised , dangerous , well financed and complex local and international crime syndicates which have up-to-date maps of mining operations . the syndicates operate in liquidated operating and non-operating mines . they mainly recruit unemployed , illegal immigrants providing them with basic survival necessities , while training them on how to access the mine workings . """""""	0	0	1.0	0.01417072769254446	0.9858292937278748	0
2293	@@18325765	immigrant	ke	this anxiety spread across thousands of immigrants in france , and was closely watched by the european union , which would have all but collapsed if anti-eu , anti-immigrant le pen won the election .	0	0	1.0	0.9978464841842651	0.0021534969564527273	1
2294	@@8422356	disabled	gb	lukas ' mum vicki was given a parking ticket for parking in a marked disabled bay at the william harvey hospital , being told that while it was disabled bay , it was for private patients only .	0	0	1.0	0.9983007311820984	0.0016992738237604499	1
2295	@@22771145	homeless	gh	"""he continued that , """" there are people living on the streets on new york who are homeless and trump could n't see that ... """" he wondered ."""	0	1	0.5	0.14327971637248993	0.8567202687263489	0
2296	@@40015392	migrant	my	since salvini 's league formed a government with the anti-establishment five star movement ( m5s ) on june 1 , the minister has implemented his party 's hard line on migrants .	0	0	1.0	0.00501343235373497	0.9949865341186523	0
2297	@@14887997	poor-families	ng	""""""" most of the successful students are from the poor families and had undergone thorough screening before getting the admission . """" we have also made adequate arrangement to ensure prompt settlement of all their fees to enable them concentrate fully on their studies . """""""	0	0	1.0	0.001837451010942459	0.998162567615509	0
2298	@@19209212	immigrant	ng	the show embeds post-colonial ' africanisms ' into the fabric of african immigrants living in the us ; hence giving us intriguing characters in environments quite different from what we are used to seeing .	0	0	1.0	0.0003584332298487425	0.9996415376663208	0
2299	@@1907478	immigrant	tz	he outlined some of the challenges they face while acquiring work permit to foreign teachers as notable long delays in issuing teaching licenses to an extent that employers are compelled to employ illegal immigrants while waiting .	0	0	1.0	0.9913062453269958	0.008693704381585121	1
2300	@@10348631	vulnerable	bd	sharks are highly vulnerable to overexploitation as they grow slowly , mature late and produce very few offspring . the rapid and largely unregulated increase in target fisheries and bycatch has depleted many populations of sharks and rays worldwide , with 100 million sharks estimated as being killed every year .	0	0	1.0	0.9983078241348267	0.0016922253416851163	1
2301	@@16406523	homeless	in	since last november , seven portable night shelters , each capable of accommodating 12 , were installed by the municipal corporation of gurgaon ( mcg ) to ensure the city 's homeless are n't left out in the cold .	0	1	0.5	0.09222174435853958	0.907778263092041	0
2302	@@8972567	refugee	ie	a further 263 programme refugees have been accepted from camps in lebanon and jordan under a previously agreed programme with the united nations to accept 520 people .	0	0	1.0	0.7659090161323547	0.23409098386764526	1
2303	@@15059305	migrant	bd	"""fresh fires broke out wednesday in the """" jungle """" on the second day of operations to dismantle the squalid migrant camp in northern france , sending people fleeing with their meagre belongings ."""	1	3	0.5	0.9957109689712524	0.004289073869585991	1
2304	@@8483826	disabled	hk	the requirements to qualify for vat exemption are extensive . not only must 25 percent of a company 's workforce be disabled , but the company must also have a minimum of ten disabled employees . in practice , this means that the exemption is only available to larger companies . if the workforce of a small startup with 16 staff were 50 percent disabled , for example , they would still be ineligible for the vat exemption .	0	0	1.0	0.9966957569122314	0.0033042433205991983	1
2305	@@19340025	women	my	a report in harian metro said there were roughly 57 malaysians with is groups in syria alone -- including women and children -- trapped as the is groups continue to fall . of the 57 malaysians , 20 are females .	0	0	1.0	0.9977327585220337	0.0022671655751764774	1
2306	@@17429434	refugee	my	president bashar al-assad has partly blamed the sanctions for turning many syrians into refugees , often heading to europe .	0	0	1.0	0.9885431528091431	0.011456817388534546	1
2307	@@23676728	migrant	nz	as an undocumented immigrant without work certification , patel could n't find a job after graduation so he became an organizer in the devon avenue area of chicago , where many south asian immigrant communities work and live . there , he registered people to vote and kept them engaged in local elections .	0	0	1.0	0.01820078119635582	0.9817991852760315	0
2308	@@9449253	hopeless	nz	these moments , while i 'm in them , seem to go on for hours . the notion of time does n't seem to exist in this state , but in my little girl 's reality they are but moments - a lifetime of feelings in the briefest of moments . the overwhelming despair and hopelessness are such strong illusionists .	0	0	1.0	0.0025239272508770227	0.9974760413169861	0
2309	@@18307313	women	gb	for the first time in nevada in many years , a women 's fight had rounds scheduled for three minutes rather than the two minutes usually used in women 's bouts . there was a women 's fight in at least 2007 that had three-minute rounds .	0	0	1.0	0.9563018083572388	0.04369817674160004	1
2310	@@16655822	refugee	jm	it also suspends the arrival of all refugees for at least 120 days while those from syria are barred indefinitely .	0	0	1.0	0.9965872764587402	0.00341276777908206	1
2311	@@8638388	vulnerable	in	the commission has so far identified 714 vulnerable hamlets and 1,685 vulnerable voters in the two districts . close to 900 trouble-mongers have been identified and action taken against all of them .	0	0	1.0	0.8780132532119751	0.12198673188686371	1
2312	@@21553696	women	ke	"""hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , """" but this is taking it a step further . it 's not we 're ignoring people , it 's we 're abusing people . """""""	0	0	1.0	0.004729446489363909	0.9952705502510071	0
2313	@@14878443	migrant	lk	the concept worked miracles for the belgian director . with no distractions , the audience is forced to dive into the avalanche of emotions that protagonist eddie carbone is struggling and failing to hold at bay . the context might be odd for some ; a neighbourhood of italian immigrants in 1950 's brooklyn . but the visceral nature of the production brings out love , desire , jealousy , anger and the inability to control events that one has unwittingly started in a moment of blind rage ; none of which is alien to any audience .	0	0	1.0	0.013180834241211414	0.9868191480636597	0
2314	@@17212200	refugee	jm	german chancellor angela merkel yesterday pledged to boost support for egypt 's economic development and partner with cairo to help address the region 's refugee crisis , with an eye on stemming the flow of migrants to europe .	0	0	1.0	0.0005481186672113836	0.9994519352912903	0
2315	@@15833935	in-need	my	in these troubled times , malaysians need to remember that the night is the darkest hour is just before dawn . the fight for human rights and better malaysia can not be stopped and will only continue to grow . all malaysians can do and all we can do is to stand together in solidarity with our friends in need and continue to march on against repression .	0	1	0.5	0.0021605759393423796	0.9978394508361816	0
2316	@@14172407	refugee	hk	a refugee is that boy . a refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .	1	4	1.0	0.00786339957267046	0.9921365976333618	0
2317	@@97065	women	ie	"""calling the range a """" tribute """" to the two women , simone wanted to ensure she also injected some of her personality into proceedings ."""	0	0	1.0	0.006745999213308096	0.9932540059089661	0
2318	@@1919141	refugee	tz	in the interim , machibya said more police , military , health officers and the members from the red cross would be dispatched in kagunga to render humanitarian assistance to the refugees .	0	0	1.0	0.9374107718467712	0.06258920580148697	1
2319	@@4694927	hopeless	pk	worse than this feeling of dread was a feeling of hopelessness , that nothing could be done as pakistan 's condition was beyond cure . politicians who mattered had turned into appeasers , outdoing chamberlain , finding excuses for the pakistani taliban ... and after every terrorist outrage offering smooth phrases and extending more olive branches , to the point where the olive forests stood denuded .	0	0	1.0	0.9981063604354858	0.0018936330452561378	1
2320	@@16506260	immigrant	ph	if trump follows through on promises to toughen immigration enforcement , kelly 's agency will be responsible for buttressing the screening of immigrants permitted to enter the us he 'll also have to come up with the resources for locating and then deporting people living here illegally .	0	0	1.0	0.9979870319366455	0.0020129133481532335	1
2321	@@14062365	refugee	pk	rio 2016 produced many memorable moments . the inclusion of a refugee team was a first -- and a great initiative ; swimmers like yusra mardini and ramis anis may not have won medals but they certainly seemed to have won the hearts of spectators . then there was the magic of 19-year old american simone biles ' gymnastics and the thrill of the track as usain bolt flew over the finish line -- again . sporting heroes bowed out from the olympic stage , young competitors stepped forward with thrilling performances .	1	4	1.0	0.00018176267622038722	0.9998182654380798	0
2322	@@24533853	poor-families	sg	fortis has been the target of five companies and investment groups , who are vying for control of its 30-odd hospitals across india . the country 's private healthcare market is expected to enjoy strong growth with the introduction of a new government insurance plan that is expected to make private healthcare more affordable for millions of poor families .	0	0	1.0	0.003979758825153112	0.9960202574729919	0
2323	@@22531892	women	ie	""""""" powered by women , time 's up addresses the systemic inequality and injustice in the workplace that have kept underrepresented groups from reaching their full potential ."""	0	0	1.0	0.01092256885021925	0.9890774488449097	0
2324	@@16674965	homeless	sg	san francisco receives about $1.2 billion a year in federal funding for services that include housing , health and social services , and homelessness .	0	0	1.0	0.21932102739810944	0.7806789875030518	0
2325	@@1866517	women	gh	"""mrs abayage said the gradual increase in female representation in parliament , politics and other areas of the society was an indication that gender had nothing to do with capabilities and therefore advised young women to look into the future with hope and pride that """" they too could become important people . """""""	1	2	1.0	0.12302207946777344	0.8769779205322266	0
2326	@@14557377	vulnerable	us	trinidad was convicted in 2009 of intentional child abuse and felony lewd acts with a vulnerable person , according to the puerto rico sex offender registry , which lists the va hospital as his employer .	0	0	1.0	0.9912789463996887	0.008721091784536839	1
2327	@@9596242	hopeless	au	ms maccarron said hamal was not in a good place mentally at the time of the escape and was feeling hopeless .	0	0	1.0	0.9997938275337219	0.0002061427803710103	1
2328	@@1929275	women	tz	according to the tanzania demographic health survey ( tdhs ) report of 2010 , about 44 percent of the ever married women aged between 15-49 experienced physical or sexual violence by an intimate partner . 39 percent of women had ever experienced physical violence while 20 percent of women were reported having experienced sexual violence .	0	0	1.0	0.9182148575782776	0.0817851722240448	1
2329	@@4592460	poor-families	bd	"""seema zahur , vice-president of bangladesh national women lawyers association , said : """" poverty is massive in the country , so girls in poor families are seen as an economic burden . poverty and lack of social security appears to be the main reasons of early marriage ."""	0	0	1.0	0.9940869808197021	0.005913013592362404	1
2330	@@22317943	women	za	"""asked why the league had not supported sisulu for deputy president , dlamini simply could not answer . she resorted to terming the question """" unfair """" . but the answer is obvious , and everyone in the room knew it : the league 's concern was not with getting women into top positions , but getting their women into top positions ."""	0	0	1.0	0.6032581329345703	0.39674192667007446	1
